,level_0,adm2,adm1,date_heat,retail_rec_heat,grocery_pharm_heat,parks_heat,transit_heat,workplace_heat,residential_heat,location,control_day,thi_heat,datetime_heat,heat_ID,date_control,retail_rec_control,grocery_pharm_control,parks_control,transit_control,workplace_control,residential_control,retail_rec_difference,grocery_pharm_difference,parks_difference,transit_difference,workplaces_difference,residential_difference,day_of_week,weekend,datetime_control,thi_control,thi_diff,datetime,Heat Wave Duration,dur_ranking,stage,month,hw_pct,early_hw,stage_frac,heatwave_dur,mean_elev,coast,HDI_dec,popdens_de,over60_dec,elev_1500m,time_x,rain_standard_control,time_y,rain_standard_heat,index
205,263,Sri Muktsar Sahib,Punjab,2022-07-19,0.0,36.0,21.0,44.0,18.0,17.0,"Sri Muktsar Sahib, Punjab",2022-06-21,44.988254062713175,2022-07-19,7c5111ba-5285-4094-98da-33a07c352eb4,2022-06-21,0.0,28.0,3.0,49.0,5.0,15.0,0.0,8.0,18.0,-5.0,13.0,2.0,1,0,2022-06-21,32.531873006669336,12.456381056043838,2022-07-19,2.0,0.09762619016564497,1.0,6,0.9711134453781513,0,0.5,False,196.1063411896745,0,7,6,9,0,2022-06-21,98.37837837837839,2022-07-19,87.56756756756758,205
206,264,Sri Muktsar Sahib,Punjab,2022-06-29,-2.0,22.0,4.0,43.0,12.0,17.0,"Sri Muktsar Sahib, Punjab",2022-06-22,45.95492327654807,2022-06-29,fad2c350-e59c-4ce6-ab4f-3e2ce9e0efb0,2022-06-22,-2.0,28.0,1.0,49.0,10.0,15.0,0.0,-6.0,3.0,-6.0,2.0,2.0,2,0,2022-06-22,36.023301018608976,9.931622257939097,2022-06-29,3.0,0.28009651754271553,2.0,6,0.6869747899159664,0,0.6666666666666666,False,196.1063411896745,0,7,6,9,0,2022-06-22,82.70270270270271,2022-06-29,45.94594594594595,206
207,265,Sri Muktsar Sahib,Punjab,2022-07-20,-2.0,35.0,3.0,43.0,24.0,15.0,"Sri Muktsar Sahib, Punjab",2022-06-22,44.58246241170897,2022-07-20,7c5111ba-5285-4094-98da-33a07c352eb4,2022-06-22,-2.0,28.0,1.0,49.0,10.0,15.0,0.0,7.0,2.0,-6.0,14.0,0.0,2,0,2022-06-22,36.023301018608976,8.559161393099991,2022-07-20,2.0,0.09762619016564497,2.0,6,0.9711134453781513,0,1.0,False,196.1063411896745,0,7,6,9,0,2022-06-22,82.70270270270271,2022-07-20,96.75675675675676,207
208,266,Sri Muktsar Sahib,Punjab,2022-06-30,-5.0,27.0,5.0,41.0,12.0,17.0,"Sri Muktsar Sahib, Punjab",2022-06-23,45.87173562831983,2022-06-30,fad2c350-e59c-4ce6-ab4f-3e2ce9e0efb0,2022-06-23,-7.0,27.0,3.0,44.0,9.0,16.0,2.0,0.0,2.0,-3.0,3.0,1.0,3,0,2022-06-23,37.49799304538307,8.373742582936764,2022-06-30,3.0,0.28009651754271553,3.0,6,0.6869747899159664,0,1.0,False,196.1063411896745,0,7,6,9,0,2022-06-23,21.35135135135135,2022-06-30,88.10810810810811,208
209,267,Sri Muktsar Sahib,Punjab,2022-07-07,-11.0,20.0,-7.0,34.0,18.0,18.0,"Sri Muktsar Sahib, Punjab",2022-06-23,45.1200836423844,2022-07-07,8487d0ef-3cdf-4c64-8e04-1b1a3c690b1c,2022-06-23,-7.0,27.0,3.0,44.0,9.0,16.0,-4.0,-7.0,-10.0,-10.0,9.0,2.0,3,0,2022-06-23,37.49799304538307,7.622090597001332,2022-07-07,3.0,0.28009651754271553,1.0,6,0.8022584033613446,0,0.3333333333333333,False,196.1063411896745,0,7,6,9,0,2022-06-23,21.35135135135135,2022-07-07,85.94594594594595,209
210,268,Sri Muktsar Sahib,Punjab,2022-07-08,-7.0,21.0,1.0,43.0,25.0,15.0,"Sri Muktsar Sahib, Punjab",2022-07-01,45.89367629359012,2022-07-08,8487d0ef-3cdf-4c64-8e04-1b1a3c690b1c,2022-07-01,-6.0,27.0,9.0,37.0,21.0,18.0,-1.0,-6.0,-8.0,6.0,4.0,-3.0,4,0,2022-07-01,34.211993141779864,11.681683151810255,2022-07-08,3.0,0.28009651754271553,2.0,7,0.8022584033613446,0,0.6666666666666666,False,196.1063411896745,0,7,6,9,0,2022-07-01,98.91891891891892,2022-07-08,62.70270270270271,210
211,269,Sri Muktsar Sahib,Punjab,2022-07-09,-2.0,35.0,18.0,32.0,18.0,17.0,"Sri Muktsar Sahib, Punjab",2022-07-02,44.979408203609445,2022-07-09,8487d0ef-3cdf-4c64-8e04-1b1a3c690b1c,2022-07-02,0.0,36.0,19.0,39.0,35.0,15.0,-2.0,-1.0,-1.0,-7.0,-17.0,2.0,5,1,2022-07-02,39.61386887484761,5.365539328761834,2022-07-09,3.0,0.28009651754271553,3.0,7,0.8022584033613446,0,1.0,False,196.1063411896745,0,7,6,9,0,2022-07-02,71.89189189189189,2022-07-09,85.4054054054054,211
212,270,Sangrur,Punjab,2022-06-27,13.0,90.0,172.0,9.0,4.0,15.0,"Sangrur, Punjab",2022-06-20,44.06694445693706,2022-06-27,3b9eb5cd-fa9a-494e-9b60-271f68971836,2022-06-20,24.0,102.0,183.0,16.0,2.0,14.0,-11.0,-12.0,-11.0,-7.0,2.0,1.0,0,0,2022-06-20,37.001229522288696,7.065714934648362,2022-06-27,3.0,0.28009651754271553,1.0,6,0.6557247899159664,0,0.3333333333333333,False,236.6938691818741,0,7,6,10,0,2022-06-20,79.45945945945945,2022-06-27,47.02702702702703,212
213,271,Sangrur,Punjab,2022-07-18,11.0,92.0,174.0,10.0,15.0,15.0,"Sangrur, Punjab",2022-06-20,44.42120884826545,2022-07-18,c6d9b7cf-bdbb-4e0e-b807-007143290f45,2022-06-20,24.0,102.0,183.0,16.0,2.0,14.0,-13.0,-10.0,-9.0,-6.0,13.0,1.0,0,0,2022-06-20,37.001229522288696,7.419979325976755,2022-07-18,2.0,0.09762619016564497,1.0,6,0.9493172268907563,0,0.5,False,236.6938691818741,0,7,6,10,0,2022-06-20,79.45945945945945,2022-07-18,67.56756756756756,213
214,272,Sangrur,Punjab,2022-06-28,2.0,66.0,155.0,-1.0,3.0,17.0,"Sangrur, Punjab",2022-06-21,46.50443963837209,2022-06-28,3b9eb5cd-fa9a-494e-9b60-271f68971836,2022-06-21,12.0,80.0,163.0,8.0,3.0,17.0,-10.0,-14.0,-8.0,-9.0,0.0,0.0,1,0,2022-06-21,33.99897435952352,12.505465278848568,2022-06-28,3.0,0.28009651754271553,2.0,6,0.6557247899159664,0,0.6666666666666666,False,236.6938691818741,0,7,6,10,0,2022-06-21,97.2972972972973,2022-06-28,38.91891891891892,214
215,273,Sangrur,Punjab,2022-07-19,2.0,66.0,169.0,2.0,15.0,20.0,"Sangrur, Punjab",2022-06-21,44.064832616735416,2022-07-19,c6d9b7cf-bdbb-4e0e-b807-007143290f45,2022-06-21,12.0,80.0,163.0,8.0,3.0,17.0,-10.0,-14.0,6.0,-6.0,12.0,3.0,1,0,2022-06-21,33.99897435952352,10.065858257211893,2022-07-19,2.0,0.09762619016564497,2.0,6,0.9493172268907563,0,1.0,False,236.6938691818741,0,7,6,10,0,2022-06-21,97.2972972972973,2022-07-19,77.83783783783784,215
216,274,Sangrur,Punjab,2022-06-29,3.0,73.0,156.0,3.0,7.0,17.0,"Sangrur, Punjab",2022-06-22,48.4454326369377,2022-06-29,3b9eb5cd-fa9a-494e-9b60-271f68971836,2022-06-22,4.0,75.0,156.0,6.0,3.0,15.0,-1.0,-2.0,0.0,-3.0,4.0,2.0,2,0,2022-06-22,36.52114213791046,11.924290499027244,2022-06-29,3.0,0.28009651754271553,3.0,6,0.6557247899159664,0,1.0,False,236.6938691818741,0,7,6,10,0,2022-06-22,92.97297297297298,2022-06-29,51.891891891891895,216
217,275,Sangrur,Punjab,2022-07-07,11.0,69.0,156.0,4.0,18.0,17.0,"Sangrur, Punjab",2022-06-30,43.72796421162571,2022-07-07,462a315b-8857-4bba-9849-aa041f2706a9,2022-06-30,6.0,57.0,141.0,-2.0,8.0,20.0,5.0,12.0,15.0,6.0,10.0,-3.0,3,0,2022-06-30,38.18651619478048,5.54144801684523,2022-07-07,3.0,0.28009651754271553,1.0,6,0.8022584033613446,0,0.3333333333333333,False,236.6938691818741,0,7,6,10,0,2022-06-30,99.45945945945947,2022-07-07,80.0,217
218,276,Sangrur,Punjab,2022-07-08,7.0,78.0,145.0,0.0,22.0,17.0,"Sangrur, Punjab",2022-07-01,44.23167171069293,2022-07-08,462a315b-8857-4bba-9849-aa041f2706a9,2022-07-01,8.0,74.0,147.0,1.0,17.0,18.0,-1.0,4.0,-2.0,-1.0,5.0,-1.0,4,0,2022-07-01,35.0145112422475,9.217160468445428,2022-07-08,3.0,0.28009651754271553,2.0,7,0.8022584033613446,0,0.6666666666666666,False,236.6938691818741,0,7,6,10,0,2022-07-01,98.91891891891892,2022-07-08,76.21621621621621,218
219,277,Sangrur,Punjab,2022-07-09,-3.0,52.0,133.0,-4.0,9.0,20.0,"Sangrur, Punjab",2022-07-02,44.34174833241963,2022-07-09,462a315b-8857-4bba-9849-aa041f2706a9,2022-07-02,5.0,69.0,150.0,6.0,25.0,16.0,-8.0,-17.0,-17.0,-10.0,-16.0,4.0,5,1,2022-07-02,39.02740188509404,5.31434644732559,2022-07-09,3.0,0.28009651754271553,3.0,7,0.8022584033613446,0,1.0,False,236.6938691818741,0,7,6,10,0,2022-07-02,68.64864864864865,2022-07-09,88.64864864864866,219
220,278,Barnala,Punjab,2022-06-27,30.0,47.0,85.0,31.0,30.0,15.0,"Barnala, Punjab",2022-06-20,44.49454735649961,2022-06-27,d79b6bff-126a-4c55-a16c-229b770b0181,2022-06-20,42.0,62.0,103.0,53.0,29.0,14.0,-12.0,-15.0,-18.0,-22.0,1.0,1.0,0,0,2022-06-20,36.94326409233944,7.551283264160169,2022-06-27,3.0,0.28009651754271553,1.0,6,0.6557247899159664,0,0.3333333333333333,False,228.93701197293078,0,7,6,10,0,2022-06-20,81.08108108108108,2022-06-27,43.78378378378379,220
221,279,Barnala,Punjab,2022-06-28,20.0,47.0,65.0,25.0,24.0,17.0,"Barnala, Punjab",2022-06-21,46.96442650689024,2022-06-28,d79b6bff-126a-4c55-a16c-229b770b0181,2022-06-21,30.0,63.0,88.0,35.0,24.0,16.0,-10.0,-16.0,-23.0,-10.0,0.0,1.0,1,0,2022-06-21,32.96380801730689,14.000618489583353,2022-06-28,3.0,0.28009651754271553,2.0,6,0.6557247899159664,0,0.6666666666666666,False,228.93701197293078,0,7,6,10,0,2022-06-21,98.91891891891892,2022-06-28,35.13513513513514,221
222,280,Barnala,Punjab,2022-06-29,20.0,35.0,69.0,23.0,31.0,17.0,"Barnala, Punjab",2022-06-22,48.505110168457065,2022-06-29,d79b6bff-126a-4c55-a16c-229b770b0181,2022-06-22,23.0,39.0,76.0,27.0,26.0,16.0,-3.0,-4.0,-7.0,-4.0,5.0,1.0,2,0,2022-06-22,35.86894243028432,12.636167738172745,2022-06-29,3.0,0.28009651754271553,3.0,6,0.6557247899159664,0,1.0,False,228.93701197293078,0,7,6,10,0,2022-06-22,96.75675675675676,2022-06-29,48.64864864864865,222
223,281,Barnala,Punjab,2022-07-07,22.0,47.0,53.0,17.0,35.0,18.0,"Barnala, Punjab",2022-06-30,44.21284230550133,2022-07-07,63f4de91-b770-4fe6-8d36-63bd7cfc1631,2022-06-30,25.0,48.0,50.0,19.0,25.0,19.0,-3.0,-1.0,3.0,-2.0,10.0,-1.0,3,0,2022-06-30,40.28803032769101,3.9248119778103217,2022-07-07,3.0,0.28009651754271553,1.0,6,0.8022584033613446,0,0.3333333333333333,False,228.93701197293078,0,7,6,10,0,2022-06-30,97.83783783783784,2022-07-07,82.16216216216216,223
224,282,Barnala,Punjab,2022-07-08,21.0,35.0,52.0,21.0,39.0,18.0,"Barnala, Punjab",2022-07-01,44.62292022705082,2022-07-08,63f4de91-b770-4fe6-8d36-63bd7cfc1631,2022-07-01,20.0,44.0,56.0,19.0,36.0,19.0,1.0,-9.0,-4.0,2.0,3.0,-1.0,4,0,2022-07-01,34.75830078125003,9.864619445800791,2022-07-08,3.0,0.28009651754271553,2.0,7,0.8022584033613446,0,0.6666666666666666,False,228.93701197293078,0,7,6,10,0,2022-07-01,100.0,2022-07-08,62.16216216216216,224
225,283,Barnala,Punjab,2022-07-09,15.0,34.0,46.0,12.0,28.0,20.0,"Barnala, Punjab",2022-07-02,45.505453152126776,2022-07-09,63f4de91-b770-4fe6-8d36-63bd7cfc1631,2022-07-02,20.0,42.0,67.0,20.0,44.0,16.0,-5.0,-8.0,-21.0,-8.0,-16.0,4.0,5,1,2022-07-02,39.27567291259769,6.229780239529084,2022-07-09,3.0,0.28009651754271553,3.0,7,0.8022584033613446,0,1.0,False,228.93701197293078,0,7,6,10,0,2022-07-02,66.48648648648648,2022-07-09,91.35135135135135,225
226,284,Bathinda,Punjab,2022-06-28,2.0,61.0,1.0,13.0,10.0,11.0,"Bathinda, Punjab",2022-06-21,46.34129312303335,2022-06-28,88496102-61a4-45a4-87a6-1ee1ef3ea93c,2022-06-21,5.0,63.0,12.0,15.0,11.0,11.0,-3.0,-2.0,-11.0,-2.0,-1.0,0.0,1,0,2022-06-21,33.374603304088666,12.966689818944687,2022-06-28,3.0,0.28009651754271553,1.0,6,0.6869747899159664,0,0.3333333333333333,False,210.00507838374918,0,7,6,9,0,2022-06-21,98.37837837837839,2022-06-28,7.567567567567568,226
227,285,Bathinda,Punjab,2022-07-19,2.0,69.0,-9.0,13.0,21.0,14.0,"Bathinda, Punjab",2022-06-21,44.7962814722306,2022-07-19,b48a95d6-7ace-434b-ae2f-f4ac6e474e04,2022-06-21,5.0,63.0,12.0,15.0,11.0,11.0,-3.0,6.0,-21.0,-2.0,10.0,3.0,1,0,2022-06-21,33.374603304088666,11.421678168141938,2022-07-19,2.0,0.09762619016564497,2.0,6,0.9493172268907563,0,1.0,False,210.00507838374918,0,7,6,9,0,2022-06-21,98.37837837837839,2022-07-19,85.94594594594595,227
228,286,Bathinda,Punjab,2022-06-29,5.0,70.0,-3.0,10.0,18.0,11.0,"Bathinda, Punjab",2022-06-22,45.99880976554679,2022-06-29,88496102-61a4-45a4-87a6-1ee1ef3ea93c,2022-06-22,8.0,64.0,4.0,12.0,19.0,10.0,-3.0,6.0,-7.0,-2.0,-1.0,1.0,2,0,2022-06-22,36.35311020745175,9.645699558095039,2022-06-29,3.0,0.28009651754271553,2.0,6,0.6869747899159664,0,0.6666666666666666,False,210.00507838374918,0,7,6,9,0,2022-06-22,90.81081081081082,2022-06-29,41.62162162162162,228
229,287,Bathinda,Punjab,2022-06-30,4.0,59.0,-3.0,6.0,16.0,13.0,"Bathinda, Punjab",2022-06-23,44.1810322622968,2022-06-30,88496102-61a4-45a4-87a6-1ee1ef3ea93c,2022-06-23,5.0,53.0,2.0,6.0,15.0,11.0,-1.0,6.0,-5.0,0.0,1.0,2.0,3,0,2022-06-23,37.4519687228733,6.7290635394235,2022-06-30,3.0,0.28009651754271553,3.0,6,0.6869747899159664,0,1.0,False,210.00507838374918,0,7,6,9,0,2022-06-23,19.45945945945946,2022-06-30,90.27027027027027,229
230,288,Bathinda,Punjab,2022-07-07,4.0,59.0,-19.0,10.0,23.0,12.0,"Bathinda, Punjab",2022-06-23,44.72738730601779,2022-07-07,f88aa47b-274e-44e8-867e-6a2ee5e919af,2022-06-23,5.0,53.0,2.0,6.0,15.0,11.0,-1.0,6.0,-21.0,4.0,8.0,1.0,3,0,2022-06-23,37.4519687228733,7.275418583144486,2022-07-07,3.0,0.28009651754271553,1.0,6,0.8022584033613446,0,0.3333333333333333,False,210.00507838374918,0,7,6,9,0,2022-06-23,19.45945945945946,2022-07-07,81.08108108108108,230
231,289,Bathinda,Punjab,2022-07-18,16.0,93.0,2.0,25.0,32.0,7.0,"Bathinda, Punjab",2022-06-20,44.18027233873681,2022-07-18,b48a95d6-7ace-434b-ae2f-f4ac6e474e04,2022-06-20,19.0,82.0,26.0,23.0,22.0,7.0,-3.0,11.0,-24.0,2.0,10.0,0.0,0,0,2022-06-20,36.89295157408107,7.287320764655746,2022-07-18,2.0,0.09762619016564497,1.0,6,0.9493172268907563,0,0.5,False,210.00507838374918,0,7,6,9,0,2022-06-20,80.54054054054053,2022-07-18,73.51351351351352,231
232,290,Bathinda,Punjab,2022-07-08,4.0,64.0,-17.0,14.0,26.0,11.0,"Bathinda, Punjab",2022-07-01,45.32769708551916,2022-07-08,f88aa47b-274e-44e8-867e-6a2ee5e919af,2022-07-01,2.0,63.0,-8.0,8.0,19.0,13.0,2.0,1.0,-9.0,6.0,7.0,-2.0,4,0,2022-07-01,34.66789604252224,10.659801042996925,2022-07-08,3.0,0.28009651754271553,2.0,7,0.8022584033613446,0,0.6666666666666666,False,210.00507838374918,0,7,6,9,0,2022-07-01,100.0,2022-07-08,58.91891891891892,232
233,291,Bathinda,Punjab,2022-07-09,5.0,60.0,-14.0,12.0,17.0,12.0,"Bathinda, Punjab",2022-07-02,45.00581651671324,2022-07-09,f88aa47b-274e-44e8-867e-6a2ee5e919af,2022-07-02,6.0,67.0,-4.0,19.0,32.0,10.0,-1.0,-7.0,-10.0,-7.0,-15.0,2.0,5,1,2022-07-02,39.37541570418924,5.630400812524002,2022-07-09,3.0,0.28009651754271553,3.0,7,0.8022584033613446,0,1.0,False,210.00507838374918,0,7,6,9,0,2022-07-02,68.64864864864865,2022-07-09,87.02702702702703,233
234,292,Patiala,Punjab,2022-06-10,4.0,29.0,6.0,21.0,9.0,12.0,"Patiala, Punjab",2022-06-03,43.91130883238854,2022-06-10,75c41b10-8925-42c0-8a6d-cafb616bffc8,2022-06-03,2.0,26.0,9.0,7.0,-3.0,15.0,2.0,3.0,-3.0,14.0,12.0,-3.0,4,0,2022-06-03,38.55916631507615,5.352142517312394,2022-06-10,2.0,0.09762619016564497,1.0,6,0.529936974789916,0,0.5,False,252.25939257592802,0,7,7,9,0,2022-06-03,15.945945945945947,2022-06-10,64.86486486486487,234
235,293,Patiala,Punjab,2022-06-11,-3.0,16.0,1.0,22.0,9.0,12.0,"Patiala, Punjab",2022-06-04,42.90375051758328,2022-06-11,75c41b10-8925-42c0-8a6d-cafb616bffc8,2022-06-04,-1.0,18.0,4.0,22.0,18.0,11.0,-2.0,-2.0,-3.0,0.0,-9.0,1.0,5,1,2022-06-04,39.44344348690048,3.460307030682806,2022-06-11,2.0,0.09762619016564497,2.0,6,0.529936974789916,0,1.0,False,252.25939257592802,0,7,7,9,0,2022-06-04,15.945945945945947,2022-06-11,47.02702702702703,235
236,294,Patiala,Punjab,2022-06-27,7.0,37.0,24.0,22.0,10.0,9.0,"Patiala, Punjab",2022-06-20,43.27985599605796,2022-06-27,d3df291f-b302-4404-82d1-c70e1641675b,2022-06-20,6.0,34.0,21.0,22.0,9.0,9.0,1.0,3.0,3.0,0.0,1.0,0.0,0,0,2022-06-20,36.685935446301386,6.593920549756575,2022-06-27,3.0,0.28009651754271553,1.0,6,0.6557247899159664,0,0.3333333333333333,False,252.25939257592802,0,7,7,9,0,2022-06-20,72.97297297297297,2022-06-27,53.51351351351351,236
237,295,Patiala,Punjab,2022-07-18,5.0,46.0,23.0,24.0,20.0,8.0,"Patiala, Punjab",2022-06-20,44.14886890467361,2022-07-18,26d05133-aa2c-49f3-aaa9-36c90ef3b978,2022-06-20,6.0,34.0,21.0,22.0,9.0,9.0,-1.0,12.0,2.0,2.0,11.0,-1.0,0,0,2022-06-20,36.685935446301386,7.462933458372227,2022-07-18,2.0,0.09762619016564497,1.0,6,0.9493172268907563,0,0.5,False,252.25939257592802,0,7,7,9,0,2022-06-20,72.97297297297297,2022-07-18,63.78378378378379,237
238,296,Patiala,Punjab,2022-06-28,2.0,31.0,13.0,17.0,7.0,10.0,"Patiala, Punjab",2022-06-21,46.03123103047821,2022-06-28,d3df291f-b302-4404-82d1-c70e1641675b,2022-06-21,1.0,25.0,12.0,19.0,5.0,11.0,1.0,6.0,1.0,-2.0,2.0,-1.0,1,0,2022-06-21,33.97844798409968,12.05278304637853,2022-06-28,3.0,0.28009651754271553,2.0,6,0.6557247899159664,0,0.6666666666666666,False,252.25939257592802,0,7,7,9,0,2022-06-21,87.56756756756758,2022-06-28,50.810810810810814,238
239,297,Patiala,Punjab,2022-07-19,3.0,41.0,13.0,22.0,17.0,13.0,"Patiala, Punjab",2022-06-21,43.46157761739738,2022-07-19,26d05133-aa2c-49f3-aaa9-36c90ef3b978,2022-06-21,1.0,25.0,12.0,19.0,5.0,11.0,2.0,16.0,1.0,3.0,12.0,2.0,1,0,2022-06-21,33.97844798409968,9.4831296332977,2022-07-19,2.0,0.09762619016564497,2.0,6,0.9493172268907563,0,1.0,False,252.25939257592802,0,7,7,9,0,2022-06-21,87.56756756756758,2022-07-19,83.24324324324324,239
240,298,Patiala,Punjab,2022-06-29,3.0,30.0,9.0,20.0,6.0,12.0,"Patiala, Punjab",2022-06-22,46.781056722005246,2022-06-29,d3df291f-b302-4404-82d1-c70e1641675b,2022-06-22,1.0,27.0,11.0,18.0,2.0,12.0,2.0,3.0,-2.0,2.0,4.0,0.0,2,0,2022-06-22,36.61554652439977,10.165510197605478,2022-06-29,3.0,0.28009651754271553,3.0,6,0.6557247899159664,0,1.0,False,252.25939257592802,0,7,7,9,0,2022-06-22,85.4054054054054,2022-06-29,61.08108108108108,240
241,299,Mansa,Punjab,2022-06-27,17.0,184.0,75.0,29.0,37.0,18.0,"Mansa, Punjab",2022-06-20,44.0324817469091,2022-06-27,6468c02f-024a-4857-9f54-051b0d3711c4,2022-06-20,21.0,175.0,96.0,31.0,34.0,17.0,-4.0,9.0,-21.0,-2.0,3.0,1.0,0,0,2022-06-20,37.1027102293792,6.9297715175299,2022-06-27,3.0,0.28009651754271553,1.0,6,0.6557247899159664,0,0.3333333333333333,False,217.90030518819938,0,7,5,10,0,2022-06-20,81.08108108108108,2022-06-27,42.7027027027027,241
242,300,Mansa,Punjab,2022-07-18,17.0,206.0,82.0,30.0,51.0,17.0,"Mansa, Punjab",2022-06-20,44.529520435097815,2022-07-18,1e960a44-4782-468d-8924-16b8a74a92ea,2022-06-20,21.0,175.0,96.0,31.0,34.0,17.0,-4.0,31.0,-14.0,-1.0,17.0,0.0,0,0,2022-06-20,37.1027102293792,7.426810205718617,2022-07-18,2.0,0.09762619016564497,1.0,6,0.9493172268907563,0,0.5,False,217.90030518819938,0,7,5,10,0,2022-06-20,81.08108108108108,2022-07-18,74.5945945945946,242
243,301,Mansa,Punjab,2022-06-28,8.0,162.0,70.0,23.0,28.0,20.0,"Mansa, Punjab",2022-06-21,46.3129826533942,2022-06-28,6468c02f-024a-4857-9f54-051b0d3711c4,2022-06-21,10.0,160.0,73.0,27.0,27.0,20.0,-2.0,2.0,-3.0,-4.0,1.0,0.0,1,0,2022-06-21,34.521676875926865,11.791305777467336,2022-06-28,3.0,0.28009651754271553,2.0,6,0.6557247899159664,0,0.6666666666666666,False,217.90030518819938,0,7,5,10,0,2022-06-21,97.2972972972973,2022-06-28,8.64864864864865,243
244,302,Mansa,Punjab,2022-07-19,11.0,179.0,73.0,28.0,43.0,22.0,"Mansa, Punjab",2022-06-21,45.05311765788517,2022-07-19,1e960a44-4782-468d-8924-16b8a74a92ea,2022-06-21,10.0,160.0,73.0,27.0,27.0,20.0,1.0,19.0,0.0,1.0,16.0,2.0,1,0,2022-06-21,34.521676875926865,10.531440781958302,2022-07-19,2.0,0.09762619016564497,2.0,6,0.9493172268907563,0,1.0,False,217.90030518819938,0,7,5,10,0,2022-06-21,97.2972972972973,2022-07-19,78.91891891891892,244
245,303,Mansa,Punjab,2022-07-05,11.0,173.0,61.0,25.0,41.0,19.0,"Mansa, Punjab",2022-06-21,44.76319018705395,2022-07-05,fefcc7d5-75cf-487f-b90a-4cbdaf946d27,2022-06-21,10.0,160.0,73.0,27.0,27.0,20.0,1.0,13.0,-12.0,-2.0,14.0,-1.0,1,0,2022-06-21,34.521676875926865,10.241513311127086,2022-07-05,2.0,0.09762619016564497,1.0,6,0.7639180672268907,0,0.5,False,217.90030518819938,0,7,5,10,0,2022-06-21,97.2972972972973,2022-07-05,58.91891891891892,245
246,304,Mansa,Punjab,2022-06-29,7.0,139.0,61.0,26.0,30.0,21.0,"Mansa, Punjab",2022-06-22,46.502877105901305,2022-06-29,6468c02f-024a-4857-9f54-051b0d3711c4,2022-06-22,8.0,134.0,61.0,26.0,26.0,20.0,-1.0,5.0,0.0,0.0,4.0,1.0,2,0,2022-06-22,36.72563388023851,9.777243225662794,2022-06-29,3.0,0.28009651754271553,3.0,6,0.6557247899159664,0,1.0,False,217.90030518819938,0,7,5,10,0,2022-06-22,91.8918918918919,2022-06-29,48.10810810810811,246
247,305,Mansa,Punjab,2022-07-06,11.0,154.0,58.0,27.0,43.0,19.0,"Mansa, Punjab",2022-06-22,44.03518323545106,2022-07-06,fefcc7d5-75cf-487f-b90a-4cbdaf946d27,2022-06-22,8.0,134.0,61.0,26.0,26.0,20.0,3.0,20.0,-3.0,1.0,17.0,-1.0,2,0,2022-06-22,36.72563388023851,7.309549355212546,2022-07-06,2.0,0.09762619016564497,2.0,6,0.7639180672268907,0,1.0,False,217.90030518819938,0,7,5,10,0,2022-06-22,91.8918918918919,2022-07-06,89.1891891891892,247
248,306,Mansa,Punjab,2022-07-08,14.0,164.0,48.0,20.0,49.0,20.0,"Mansa, Punjab",2022-07-01,44.89084220226904,2022-07-08,7dc99cd5-a1a9-4bae-8619-5342a7c4045b,2022-07-01,9.0,164.0,42.0,20.0,45.0,21.0,5.0,0.0,6.0,0.0,4.0,-1.0,4,0,2022-07-01,35.050084149396014,9.840758052873028,2022-07-08,2.0,0.09762619016564497,1.0,7,0.8119747899159664,0,0.5,False,217.90030518819938,0,7,5,10,0,2022-07-01,100.0,2022-07-08,77.83783783783784,248
249,307,Mansa,Punjab,2022-07-09,-1.0,119.0,26.0,8.0,29.0,24.0,"Mansa, Punjab",2022-07-02,44.95285881890195,2022-07-09,7dc99cd5-a1a9-4bae-8619-5342a7c4045b,2022-07-02,11.0,168.0,50.0,29.0,52.0,19.0,-12.0,-49.0,-24.0,-21.0,-23.0,5.0,5,1,2022-07-02,39.14768748813209,5.805171330769859,2022-07-09,2.0,0.09762619016564497,2.0,7,0.8119747899159664,0,1.0,False,217.90030518819938,0,7,5,10,0,2022-07-02,72.43243243243244,2022-07-09,82.16216216216216,249
250,308,Ferozepur,Punjab,2022-06-28,7.0,103.0,1.0,38.0,21.0,16.0,"Ferozepur, Punjab",2022-06-21,47.084830854304926,2022-06-28,612ea295-320c-49b8-97b4-7b59c5e22747,2022-06-21,8.0,104.0,9.0,44.0,22.0,15.0,-1.0,-1.0,-8.0,-6.0,-1.0,1.0,1,0,2022-06-21,30.63423812704746,16.450592727257465,2022-06-28,2.0,0.09762619016564497,1.0,6,0.6869747899159664,0,0.5,False,199.12742036227357,0,7,6,8,0,2022-06-21,100.0,2022-06-28,41.08108108108108,250
251,309,Ferozepur,Punjab,2022-06-29,3.0,85.0,-1.0,34.0,25.0,17.0,"Ferozepur, Punjab",2022-06-22,47.518159573671085,2022-06-29,612ea295-320c-49b8-97b4-7b59c5e22747,2022-06-22,4.0,93.0,0.0,41.0,27.0,16.0,-1.0,-8.0,-1.0,-7.0,-2.0,1.0,2,0,2022-06-22,34.92749905460099,12.590660519070092,2022-06-29,2.0,0.09762619016564497,2.0,6,0.6869747899159664,0,1.0,False,199.12742036227357,0,7,6,8,0,2022-06-22,92.97297297297298,2022-06-29,41.62162162162162,251
