,level_0,adm2,adm1,date_heat,retail_rec_heat,grocery_pharm_heat,parks_heat,transit_heat,workplace_heat,residential_heat,location,control_day,thi_heat,datetime_heat,heat_ID,date_control,retail_rec_control,grocery_pharm_control,parks_control,transit_control,workplace_control,residential_control,retail_rec_difference,grocery_pharm_difference,parks_difference,transit_difference,workplaces_difference,residential_difference,day_of_week,weekend,datetime_control,thi_control,thi_diff,datetime,Heat Wave Duration,dur_ranking,stage,month,hw_pct,early_hw,stage_frac,heatwave_dur,mean_elev,coast,HDI_dec,popdens_de,over60_dec,elev_1500m,time_x,rain_standard_control,time_y,rain_standard_heat,index
46,104,Shimla,Himachal Pradesh,2022-06-06,66.0,105.0,135.0,114.0,60.0,13.0,"Shimla, Himachal Pradesh",2022-05-30,23.31730215173022,2022-06-06,53f482d7-39a7-496a-bba1-db59bc67ef77,2022-05-30,52.0,79.0,99.0,95.0,63.0,15.0,14.0,26.0,36.0,19.0,-3.0,-2.0,0,0,2022-05-30,20.17628075783717,3.141021393893052,2022-06-06,12.0,0.886331029085692,3.0,5,0.4117647058823529,0,0.25,True,2354.838875410304,0,8,2,7,1,2022-05-30,75.67567567567568,2022-06-06,25.405405405405407,46
47,105,Shimla,Himachal Pradesh,2022-06-13,63.0,88.0,111.0,106.0,46.0,13.0,"Shimla, Himachal Pradesh",2022-05-30,23.441877365112347,2022-06-13,53f482d7-39a7-496a-bba1-db59bc67ef77,2022-05-30,52.0,79.0,99.0,95.0,63.0,15.0,11.0,9.0,12.0,11.0,-17.0,-2.0,0,0,2022-05-30,20.17628075783717,3.265596607275178,2022-06-13,12.0,0.886331029085692,10.0,5,0.4117647058823529,0,0.8333333333333334,True,2354.838875410304,0,8,2,7,1,2022-05-30,75.67567567567568,2022-06-13,34.054054054054056,47
48,106,Shimla,Himachal Pradesh,2022-06-07,81.0,119.0,165.0,136.0,65.0,12.0,"Shimla, Himachal Pradesh",2022-05-31,23.20995132825532,2022-06-07,53f482d7-39a7-496a-bba1-db59bc67ef77,2022-05-31,54.0,90.0,124.0,109.0,55.0,15.0,27.0,29.0,41.0,27.0,10.0,-3.0,1,0,2022-05-31,20.0230977967469,3.1868535315084188,2022-06-07,12.0,0.886331029085692,4.0,5,0.4117647058823529,0,0.3333333333333333,True,2354.838875410304,0,8,2,7,1,2022-05-31,57.2972972972973,2022-06-07,23.783783783783786,48
49,107,Shimla,Himachal Pradesh,2022-06-14,67.0,85.0,114.0,109.0,15.0,16.0,"Shimla, Himachal Pradesh",2022-05-31,23.92454493115524,2022-06-14,53f482d7-39a7-496a-bba1-db59bc67ef77,2022-05-31,54.0,90.0,124.0,109.0,55.0,15.0,13.0,-5.0,-10.0,0.0,-40.0,1.0,1,0,2022-05-31,20.0230977967469,3.9014471344083397,2022-06-14,12.0,0.886331029085692,11.0,5,0.4117647058823529,0,0.9166666666666666,True,2354.838875410304,0,8,2,7,1,2022-05-31,57.2972972972973,2022-06-14,29.72972972972973,49
50,108,Shimla,Himachal Pradesh,2022-06-08,71.0,111.0,156.0,109.0,61.0,12.0,"Shimla, Himachal Pradesh",2022-05-25,23.297721879524136,2022-06-08,53f482d7-39a7-496a-bba1-db59bc67ef77,2022-05-25,57.0,96.0,91.0,106.0,67.0,15.0,14.0,15.0,65.0,3.0,-6.0,-3.0,2,0,2022-05-25,16.77634289390166,6.521378985622476,2022-06-08,12.0,0.886331029085692,5.0,5,0.4117647058823529,0,0.4166666666666667,True,2354.838875410304,0,8,2,7,1,2022-05-25,54.054054054054056,2022-06-08,27.56756756756757,50
51,109,Shimla,Himachal Pradesh,2022-06-15,57.0,88.0,85.0,106.0,62.0,15.0,"Shimla, Himachal Pradesh",2022-05-25,23.425593153078,2022-06-15,53f482d7-39a7-496a-bba1-db59bc67ef77,2022-05-25,57.0,96.0,91.0,106.0,67.0,15.0,0.0,-8.0,-6.0,0.0,-5.0,0.0,2,0,2022-05-25,16.77634289390166,6.649250259176341,2022-06-15,12.0,0.886331029085692,12.0,5,0.4117647058823529,0,1.0,True,2354.838875410304,0,8,2,7,1,2022-05-25,54.054054054054056,2022-06-15,42.16216216216216,51
52,110,Shimla,Himachal Pradesh,2022-06-09,70.0,86.0,109.0,109.0,55.0,14.0,"Shimla, Himachal Pradesh",2022-06-02,22.69334210289853,2022-06-09,53f482d7-39a7-496a-bba1-db59bc67ef77,2022-06-02,62.0,70.0,106.0,86.0,9.0,19.0,8.0,16.0,3.0,23.0,46.0,-5.0,3,0,2022-06-02,21.41243159422404,1.2809105086744914,2022-06-09,12.0,0.886331029085692,6.0,6,0.4117647058823529,0,0.5,True,2354.838875410304,0,8,2,7,1,2022-06-02,22.702702702702705,2022-06-09,35.13513513513514,52
53,111,Shimla,Himachal Pradesh,2022-06-10,72.0,93.0,110.0,117.0,55.0,13.0,"Shimla, Himachal Pradesh",2022-05-27,23.070929984600262,2022-06-10,53f482d7-39a7-496a-bba1-db59bc67ef77,2022-05-27,67.0,93.0,109.0,104.0,64.0,15.0,5.0,0.0,1.0,13.0,-9.0,-2.0,4,0,2022-05-27,19.456600724605124,3.614329259995138,2022-06-10,12.0,0.886331029085692,7.0,5,0.4117647058823529,0,0.5833333333333334,True,2354.838875410304,0,8,2,7,1,2022-05-27,71.89189189189189,2022-06-10,39.45945945945946,53
54,112,Shimla,Himachal Pradesh,2022-06-25,60.0,71.0,98.0,96.0,59.0,14.0,"Shimla, Himachal Pradesh",2022-06-18,22.63103543666375,2022-06-25,c61510b9-469e-4cdb-b2c5-ec5833af280b,2022-06-18,51.0,68.0,75.0,96.0,63.0,16.0,9.0,3.0,23.0,0.0,-4.0,-2.0,5,1,2022-06-18,17.65240674827535,4.978628688388401,2022-06-25,4.0,0.42630755184557195,1.0,6,0.6147584033613446,0,0.25,True,2354.838875410304,0,8,2,7,1,2022-06-18,64.86486486486487,2022-06-25,37.83783783783784,54
55,113,Shimla,Himachal Pradesh,2022-06-26,44.0,64.0,83.0,77.0,60.0,15.0,"Shimla, Himachal Pradesh",2022-06-19,22.96126407489446,2022-06-26,c61510b9-469e-4cdb-b2c5-ec5833af280b,2022-06-19,44.0,66.0,76.0,88.0,64.0,16.0,0.0,-2.0,7.0,-11.0,-4.0,-1.0,6,1,2022-06-19,19.198798352514828,3.7624657223796305,2022-06-26,4.0,0.42630755184557195,2.0,6,0.6147584033613446,0,0.5,True,2354.838875410304,0,8,2,7,1,2022-06-19,72.43243243243244,2022-06-26,44.32432432432433,55
56,114,Shimla,Himachal Pradesh,2022-06-27,56.0,86.0,97.0,95.0,58.0,16.0,"Shimla, Himachal Pradesh",2022-06-20,22.73468207197584,2022-06-27,c61510b9-469e-4cdb-b2c5-ec5833af280b,2022-06-20,51.0,72.0,94.0,98.0,59.0,16.0,5.0,14.0,3.0,-3.0,-1.0,0.0,0,0,2022-06-20,18.128758341248314,4.605923730727525,2022-06-27,4.0,0.42630755184557195,3.0,6,0.6147584033613446,0,0.75,True,2354.838875410304,0,8,2,7,1,2022-06-20,69.72972972972973,2022-06-27,60.54054054054055,56
57,115,Shimla,Himachal Pradesh,2022-07-04,49.0,87.0,77.0,95.0,58.0,15.0,"Shimla, Himachal Pradesh",2022-06-20,22.69893607200939,2022-07-04,b207e12e-229b-43df-a776-6d1536c60486,2022-06-20,51.0,72.0,94.0,98.0,59.0,16.0,-2.0,15.0,-17.0,-3.0,-1.0,-1.0,0,0,2022-06-20,18.128758341248314,4.570177730761074,2022-07-04,2.0,0.09762619016564497,1.0,6,0.7284663865546218,0,0.5,False,2354.838875410304,0,8,2,7,1,2022-06-20,69.72972972972973,2022-07-04,76.75675675675676,57
58,116,Shimla,Himachal Pradesh,2022-06-28,67.0,101.0,118.0,116.0,65.0,14.0,"Shimla, Himachal Pradesh",2022-06-21,22.83405646943213,2022-06-28,c61510b9-469e-4cdb-b2c5-ec5833af280b,2022-06-21,71.0,97.0,120.0,118.0,62.0,13.0,-4.0,4.0,-2.0,-2.0,3.0,1.0,1,0,2022-06-21,17.34396594309671,5.490090526335422,2022-06-28,4.0,0.42630755184557195,4.0,6,0.6147584033613446,0,1.0,True,2354.838875410304,0,8,2,7,1,2022-06-21,62.70270270270271,2022-06-28,62.16216216216216,58
59,117,Shimla,Himachal Pradesh,2022-07-05,57.0,99.0,95.0,112.0,64.0,14.0,"Shimla, Himachal Pradesh",2022-06-21,24.702671591998577,2022-07-05,b207e12e-229b-43df-a776-6d1536c60486,2022-06-21,71.0,97.0,120.0,118.0,62.0,13.0,-14.0,2.0,-25.0,-6.0,2.0,1.0,1,0,2022-06-21,17.34396594309671,7.358705648901868,2022-07-05,2.0,0.09762619016564497,2.0,6,0.7284663865546218,0,1.0,False,2354.838875410304,0,8,2,7,1,2022-06-21,62.70270270270271,2022-07-05,65.4054054054054,59
60,118,Solan,Himachal Pradesh,2022-05-14,30.0,27.0,63.0,44.0,28.0,14.0,"Solan, Himachal Pradesh",2022-05-07,33.95036737124129,2022-05-14,e3734b54-b0cd-4780-aef3-147ba3506b06,2022-05-07,32.0,34.0,66.0,48.0,45.0,14.0,-2.0,-7.0,-3.0,-4.0,-17.0,0.0,5,1,2022-05-07,29.822829034593404,4.127538336647888,2022-05-14,3.0,0.28009651754271553,1.0,5,0.24763655462184875,0,0.3333333333333333,False,1009.584440227704,0,8,5,5,0,2022-05-07,40.0,2022-05-14,1.6216216216216217,60
61,119,Solan,Himachal Pradesh,2022-05-15,26.0,20.0,46.0,32.0,38.0,14.0,"Solan, Himachal Pradesh",2022-05-08,34.765563295276415,2022-05-15,e3734b54-b0cd-4780-aef3-147ba3506b06,2022-05-08,29.0,24.0,40.0,34.0,45.0,15.0,-3.0,-4.0,6.0,-2.0,-7.0,-1.0,6,1,2022-05-08,30.61019341150923,4.155369883767186,2022-05-15,3.0,0.28009651754271553,2.0,5,0.24763655462184875,0,0.6666666666666666,False,1009.584440227704,0,8,5,5,0,2022-05-08,32.972972972972975,2022-05-15,20.54054054054054,61
62,120,Solan,Himachal Pradesh,2022-05-16,30.0,10.0,62.0,31.0,18.0,15.0,"Solan, Himachal Pradesh",2022-05-09,34.87221770816383,2022-05-16,e3734b54-b0cd-4780-aef3-147ba3506b06,2022-05-09,32.0,20.0,66.0,39.0,38.0,14.0,-2.0,-10.0,-4.0,-8.0,-20.0,1.0,0,0,2022-05-09,31.204922596613606,3.6672951115502244,2022-05-16,3.0,0.28009651754271553,3.0,5,0.24763655462184875,0,1.0,False,1009.584440227704,0,8,5,5,0,2022-05-09,47.56756756756757,2022-05-16,78.91891891891892,62
63,121,Solan,Himachal Pradesh,2022-06-04,40.0,32.0,75.0,58.0,46.0,13.0,"Solan, Himachal Pradesh",2022-05-21,33.82218026961107,2022-06-04,70a49521-ef4f-42ec-b6cc-58a445d98348,2022-05-21,29.0,26.0,60.0,48.0,45.0,14.0,11.0,6.0,15.0,10.0,1.0,-1.0,5,1,2022-05-21,31.268872949812184,2.5533073197988827,2022-06-04,12.0,0.886331029085692,1.0,5,0.4117647058823529,0,0.08333333333333333,True,1009.584440227704,0,8,5,5,0,2022-05-21,57.83783783783784,2022-06-04,11.351351351351353,63
64,122,Solan,Himachal Pradesh,2022-06-11,41.0,23.0,86.0,55.0,30.0,15.0,"Solan, Himachal Pradesh",2022-05-21,35.08839832411876,2022-06-11,70a49521-ef4f-42ec-b6cc-58a445d98348,2022-05-21,29.0,26.0,60.0,48.0,45.0,14.0,12.0,-3.0,26.0,7.0,-15.0,1.0,5,1,2022-05-21,31.268872949812184,3.819525374306572,2022-06-11,12.0,0.886331029085692,8.0,5,0.4117647058823529,0,0.6666666666666666,True,1009.584440227704,0,8,5,5,0,2022-05-21,57.83783783783784,2022-06-11,28.10810810810811,64
65,123,Solan,Himachal Pradesh,2022-06-05,34.0,16.0,60.0,39.0,42.0,15.0,"Solan, Himachal Pradesh",2022-05-29,34.16015040895827,2022-06-05,70a49521-ef4f-42ec-b6cc-58a445d98348,2022-05-29,35.0,13.0,67.0,43.0,51.0,15.0,-1.0,3.0,-7.0,-4.0,-9.0,0.0,6,1,2022-05-29,32.57993261019393,1.5802177987643446,2022-06-05,12.0,0.886331029085692,2.0,5,0.4117647058823529,0,0.16666666666666666,True,1009.584440227704,0,8,5,5,0,2022-05-29,52.43243243243243,2022-06-05,17.2972972972973,65
66,124,Solan,Himachal Pradesh,2022-06-12,50.0,20.0,82.0,49.0,40.0,14.0,"Solan, Himachal Pradesh",2022-05-29,34.25993601481124,2022-06-12,70a49521-ef4f-42ec-b6cc-58a445d98348,2022-05-29,35.0,13.0,67.0,43.0,51.0,15.0,15.0,7.0,15.0,6.0,-11.0,-1.0,6,1,2022-05-29,32.57993261019393,1.6800034046173096,2022-06-12,12.0,0.886331029085692,9.0,5,0.4117647058823529,0,0.75,True,1009.584440227704,0,8,5,5,0,2022-05-29,52.43243243243243,2022-06-12,31.351351351351354,66
67,125,Solan,Himachal Pradesh,2022-06-06,45.0,21.0,93.0,49.0,40.0,14.0,"Solan, Himachal Pradesh",2022-05-30,34.550870938433576,2022-06-06,70a49521-ef4f-42ec-b6cc-58a445d98348,2022-05-30,38.0,20.0,73.0,45.0,41.0,15.0,7.0,1.0,20.0,4.0,-1.0,-1.0,0,0,2022-05-30,32.51432630750871,2.0365446309248654,2022-06-06,12.0,0.886331029085692,3.0,5,0.4117647058823529,0,0.25,True,1009.584440227704,0,8,5,5,0,2022-05-30,57.2972972972973,2022-06-06,7.297297297297297,67
68,126,Solan,Himachal Pradesh,2022-06-13,50.0,27.0,88.0,56.0,36.0,14.0,"Solan, Himachal Pradesh",2022-05-30,35.1871576574114,2022-06-13,70a49521-ef4f-42ec-b6cc-58a445d98348,2022-05-30,38.0,20.0,73.0,45.0,41.0,15.0,12.0,7.0,15.0,11.0,-5.0,-1.0,0,0,2022-05-30,32.51432630750871,2.672831349902687,2022-06-13,12.0,0.886331029085692,10.0,5,0.4117647058823529,0,0.8333333333333334,True,1009.584440227704,0,8,5,5,0,2022-05-30,57.2972972972973,2022-06-13,29.72972972972973,68
69,127,Solan,Himachal Pradesh,2022-06-07,42.0,19.0,81.0,53.0,38.0,14.0,"Solan, Himachal Pradesh",2022-05-31,34.700857863240884,2022-06-07,70a49521-ef4f-42ec-b6cc-58a445d98348,2022-05-31,35.0,25.0,69.0,47.0,36.0,15.0,7.0,-6.0,12.0,6.0,2.0,-1.0,1,0,2022-05-31,32.00863626268179,2.692221600559094,2022-06-07,12.0,0.886331029085692,4.0,5,0.4117647058823529,0,0.3333333333333333,True,1009.584440227704,0,8,5,5,0,2022-05-31,32.432432432432435,2022-06-07,7.297297297297297,69
70,128,Solan,Himachal Pradesh,2022-06-14,47.0,29.0,69.0,56.0,26.0,16.0,"Solan, Himachal Pradesh",2022-05-31,34.92313477728106,2022-06-14,70a49521-ef4f-42ec-b6cc-58a445d98348,2022-05-31,35.0,25.0,69.0,47.0,36.0,15.0,12.0,4.0,0.0,9.0,-10.0,1.0,1,0,2022-05-31,32.00863626268179,2.9144985145992663,2022-06-14,12.0,0.886331029085692,11.0,5,0.4117647058823529,0,0.9166666666666666,True,1009.584440227704,0,8,5,5,0,2022-05-31,32.432432432432435,2022-06-14,30.810810810810814,70
71,129,Solan,Himachal Pradesh,2022-06-09,44.0,19.0,83.0,46.0,42.0,14.0,"Solan, Himachal Pradesh",2022-06-02,35.044377109831395,2022-06-09,70a49521-ef4f-42ec-b6cc-58a445d98348,2022-06-02,39.0,22.0,59.0,31.0,26.0,17.0,5.0,-3.0,24.0,15.0,16.0,-3.0,3,0,2022-06-02,32.689923768630294,2.3544533412011006,2022-06-09,12.0,0.886331029085692,6.0,6,0.4117647058823529,0,0.5,True,1009.584440227704,0,8,5,5,0,2022-06-02,5.405405405405405,2022-06-09,24.864864864864867,71
72,130,Solan,Himachal Pradesh,2022-06-10,48.0,24.0,81.0,48.0,47.0,14.0,"Solan, Himachal Pradesh",2022-06-03,35.354372925228574,2022-06-10,70a49521-ef4f-42ec-b6cc-58a445d98348,2022-06-03,38.0,29.0,60.0,42.0,48.0,15.0,10.0,-5.0,21.0,6.0,-1.0,-1.0,4,0,2022-06-03,32.783469864613565,2.5709030606150094,2022-06-10,12.0,0.886331029085692,7.0,6,0.4117647058823529,0,0.5833333333333334,True,1009.584440227704,0,8,5,5,0,2022-06-03,11.351351351351353,2022-06-10,40.54054054054054,72
73,131,Solan,Himachal Pradesh,2022-06-26,69.0,15.0,146.0,82.0,49.0,15.0,"Solan, Himachal Pradesh",2022-06-19,34.02296304702762,2022-06-26,7325e479-a026-46ac-9f33-3cb03414a0c2,2022-06-19,43.0,30.0,69.0,58.0,48.0,14.0,26.0,-15.0,77.0,24.0,1.0,1.0,6,1,2022-06-19,29.77101273006867,4.251950316958954,2022-06-26,3.0,0.28009651754271553,1.0,6,0.6257878151260504,0,0.3333333333333333,False,1009.584440227704,0,8,5,5,0,2022-06-19,73.51351351351352,2022-06-26,44.86486486486487,73
74,132,Solan,Himachal Pradesh,2022-06-27,55.0,24.0,101.0,57.0,33.0,16.0,"Solan, Himachal Pradesh",2022-06-20,33.974527120590245,2022-06-27,7325e479-a026-46ac-9f33-3cb03414a0c2,2022-06-20,43.0,21.0,72.0,51.0,38.0,14.0,12.0,3.0,29.0,6.0,-5.0,2.0,0,0,2022-06-20,28.967831929524785,5.006695191065461,2022-06-27,3.0,0.28009651754271553,2.0,6,0.6257878151260504,0,0.6666666666666666,False,1009.584440227704,0,8,5,5,0,2022-06-20,66.48648648648648,2022-06-27,67.02702702702703,74
75,133,Solan,Himachal Pradesh,2022-06-28,42.0,23.0,73.0,51.0,36.0,16.0,"Solan, Himachal Pradesh",2022-06-21,35.15741652912568,2022-06-28,7325e479-a026-46ac-9f33-3cb03414a0c2,2022-06-21,44.0,30.0,76.0,57.0,34.0,15.0,-2.0,-7.0,-3.0,-6.0,2.0,1.0,1,0,2022-06-21,27.017721997367047,8.139694531758636,2022-06-28,3.0,0.28009651754271553,3.0,6,0.6257878151260504,0,1.0,False,1009.584440227704,0,8,5,5,0,2022-06-21,63.78378378378379,2022-06-28,64.32432432432432,75
76,134,Sirmaur,Himachal Pradesh,2022-05-13,55.0,104.0,132.0,91.0,52.0,14.0,"Sirmaur, Himachal Pradesh",2022-05-06,32.70461452154469,2022-05-13,44a03ca8-f72a-4f4d-b17d-11a586aba7fd,2022-05-06,61.0,124.0,122.0,64.0,57.0,15.0,-6.0,-20.0,10.0,27.0,-5.0,-1.0,4,0,2022-05-06,28.29405363106437,4.410560890480323,2022-05-13,4.0,0.42630755184557195,1.0,5,0.19695378151260504,1,0.25,True,1193.241118077325,0,8,2,5,0,2022-05-06,41.62162162162162,2022-05-13,30.270270270270274,76
77,135,Sirmaur,Himachal Pradesh,2022-05-14,62.0,104.0,157.0,95.0,36.0,15.0,"Sirmaur, Himachal Pradesh",2022-05-07,32.82674615177111,2022-05-14,44a03ca8-f72a-4f4d-b17d-11a586aba7fd,2022-05-07,75.0,101.0,138.0,73.0,70.0,14.0,-13.0,3.0,19.0,22.0,-34.0,1.0,5,1,2022-05-07,28.307381994930346,4.519364156840766,2022-05-14,4.0,0.42630755184557195,2.0,5,0.19695378151260504,1,0.5,True,1193.241118077325,0,8,2,5,0,2022-05-07,68.64864864864865,2022-05-14,24.324324324324326,77
78,136,Sirmaur,Himachal Pradesh,2022-05-15,58.0,77.0,168.0,81.0,40.0,16.0,"Sirmaur, Himachal Pradesh",2022-05-08,33.42031952727268,2022-05-15,44a03ca8-f72a-4f4d-b17d-11a586aba7fd,2022-05-08,70.0,83.0,142.0,60.0,53.0,17.0,-12.0,-6.0,26.0,21.0,-13.0,-1.0,6,1,2022-05-08,28.615097705228862,4.805221822043819,2022-05-15,4.0,0.42630755184557195,3.0,5,0.19695378151260504,1,0.75,True,1193.241118077325,0,8,2,5,0,2022-05-08,63.24324324324324,2022-05-15,17.83783783783784,78
79,137,Sirmaur,Himachal Pradesh,2022-05-16,59.0,188.0,134.0,68.0,18.0,16.0,"Sirmaur, Himachal Pradesh",2022-05-09,33.471548669132225,2022-05-16,44a03ca8-f72a-4f4d-b17d-11a586aba7fd,2022-05-09,77.0,210.0,143.0,72.0,56.0,13.0,-18.0,-22.0,-9.0,-4.0,-38.0,3.0,0,0,2022-05-09,29.363635969750717,4.107912699381508,2022-05-16,4.0,0.42630755184557195,4.0,5,0.19695378151260504,1,1.0,True,1193.241118077325,0,8,2,5,0,2022-05-09,55.13513513513514,2022-05-16,84.32432432432432,79
80,138,Sirmaur,Himachal Pradesh,2022-06-04,71.0,99.0,156.0,99.0,70.0,14.0,"Sirmaur, Himachal Pradesh",2022-05-21,32.715632763185376,2022-06-04,4c2ee5b1-e3ad-4f0b-8f8a-14b8c8f1026b,2022-05-21,59.0,94.0,142.0,87.0,69.0,14.0,12.0,5.0,14.0,12.0,1.0,0.0,5,1,2022-05-21,30.005389649191056,2.71024311399432,2022-06-04,12.0,0.886331029085692,1.0,5,0.4117647058823529,0,0.08333333333333333,True,1193.241118077325,0,8,2,5,0,2022-05-21,49.72972972972973,2022-06-04,10.27027027027027,80
81,139,Sirmaur,Himachal Pradesh,2022-06-11,71.0,109.0,160.0,97.0,36.0,16.0,"Sirmaur, Himachal Pradesh",2022-05-21,33.95039395932801,2022-06-11,4c2ee5b1-e3ad-4f0b-8f8a-14b8c8f1026b,2022-05-21,59.0,94.0,142.0,87.0,69.0,14.0,12.0,15.0,18.0,10.0,-33.0,2.0,5,1,2022-05-21,30.005389649191056,3.945004310136955,2022-06-11,12.0,0.886331029085692,8.0,5,0.4117647058823529,0,0.6666666666666666,True,1193.241118077325,0,8,2,5,0,2022-05-21,49.72972972972973,2022-06-11,24.864864864864867,81
82,140,Sirmaur,Himachal Pradesh,2022-06-05,61.0,78.0,156.0,88.0,45.0,18.0,"Sirmaur, Himachal Pradesh",2022-05-22,32.979304599081324,2022-06-05,4c2ee5b1-e3ad-4f0b-8f8a-14b8c8f1026b,2022-05-22,54.0,71.0,145.0,72.0,50.0,18.0,7.0,7.0,11.0,16.0,-5.0,0.0,6,1,2022-05-22,28.298563827703067,4.680740771378257,2022-06-05,12.0,0.886331029085692,2.0,5,0.4117647058823529,0,0.16666666666666666,True,1193.241118077325,0,8,2,5,0,2022-05-22,64.86486486486487,2022-06-05,13.513513513513514,82
83,141,Sirmaur,Himachal Pradesh,2022-06-12,69.0,89.0,170.0,98.0,56.0,15.0,"Sirmaur, Himachal Pradesh",2022-05-22,32.891997443305165,2022-06-12,4c2ee5b1-e3ad-4f0b-8f8a-14b8c8f1026b,2022-05-22,54.0,71.0,145.0,72.0,50.0,18.0,15.0,18.0,25.0,26.0,6.0,-3.0,6,1,2022-05-22,28.298563827703067,4.593433615602098,2022-06-12,12.0,0.886331029085692,9.0,5,0.4117647058823529,0,0.75,True,1193.241118077325,0,8,2,5,0,2022-05-22,64.86486486486487,2022-06-12,27.027027027027028,83
84,142,Sirmaur,Himachal Pradesh,2022-06-06,73.0,198.0,144.0,93.0,59.0,14.0,"Sirmaur, Himachal Pradesh",2022-05-30,33.27988198015521,2022-06-06,4c2ee5b1-e3ad-4f0b-8f8a-14b8c8f1026b,2022-05-30,66.0,213.0,143.0,87.0,58.0,14.0,7.0,-15.0,1.0,6.0,1.0,0.0,0,0,2022-05-30,31.27931524206094,2.000566738094271,2022-06-06,12.0,0.886331029085692,3.0,5,0.4117647058823529,0,0.25,True,1193.241118077325,0,8,2,5,0,2022-05-30,63.78378378378379,2022-06-06,5.675675675675676,84
85,143,Sirmaur,Himachal Pradesh,2022-06-13,71.0,185.0,155.0,93.0,38.0,14.0,"Sirmaur, Himachal Pradesh",2022-05-30,34.42190127902565,2022-06-13,4c2ee5b1-e3ad-4f0b-8f8a-14b8c8f1026b,2022-05-30,66.0,213.0,143.0,87.0,58.0,14.0,5.0,-28.0,12.0,6.0,-20.0,0.0,0,0,2022-05-30,31.27931524206094,3.1425860369647083,2022-06-13,12.0,0.886331029085692,10.0,5,0.4117647058823529,0,0.8333333333333334,True,1193.241118077325,0,8,2,5,0,2022-05-30,63.78378378378379,2022-06-13,32.972972972972975,85
86,144,Sirmaur,Himachal Pradesh,2022-06-07,80.0,125.0,150.0,78.0,65.0,15.0,"Sirmaur, Himachal Pradesh",2022-05-31,33.279672752100055,2022-06-07,4c2ee5b1-e3ad-4f0b-8f8a-14b8c8f1026b,2022-05-31,67.0,133.0,141.0,78.0,61.0,13.0,13.0,-8.0,9.0,0.0,4.0,2.0,1,0,2022-05-31,30.994449850953693,2.285222901146362,2022-06-07,12.0,0.886331029085692,4.0,5,0.4117647058823529,0,0.3333333333333333,True,1193.241118077325,0,8,2,5,0,2022-05-31,77.83783783783784,2022-06-07,5.675675675675676,86
87,145,Sirmaur,Himachal Pradesh,2022-06-14,74.0,122.0,146.0,68.0,33.0,17.0,"Sirmaur, Himachal Pradesh",2022-05-31,34.22744430730376,2022-06-14,4c2ee5b1-e3ad-4f0b-8f8a-14b8c8f1026b,2022-05-31,67.0,133.0,141.0,78.0,61.0,13.0,7.0,-11.0,5.0,-10.0,-28.0,4.0,1,0,2022-05-31,30.994449850953693,3.2329944563500703,2022-06-14,12.0,0.886331029085692,11.0,5,0.4117647058823529,0,0.9166666666666666,True,1193.241118077325,0,8,2,5,0,2022-05-31,77.83783783783784,2022-06-14,28.10810810810811,87
88,146,Sirmaur,Himachal Pradesh,2022-06-08,70.0,116.0,142.0,90.0,57.0,14.0,"Sirmaur, Himachal Pradesh",2022-05-25,33.780416747578165,2022-06-08,4c2ee5b1-e3ad-4f0b-8f8a-14b8c8f1026b,2022-05-25,61.0,118.0,141.0,82.0,57.0,14.0,9.0,-2.0,1.0,8.0,0.0,0.0,2,0,2022-05-25,26.65038713996796,7.130029607610204,2022-06-08,12.0,0.886331029085692,5.0,5,0.4117647058823529,0,0.4166666666666667,True,1193.241118077325,0,8,2,5,0,2022-05-25,59.45945945945946,2022-06-08,15.135135135135137,88
89,147,Sirmaur,Himachal Pradesh,2022-06-15,73.0,104.0,149.0,96.0,54.0,13.0,"Sirmaur, Himachal Pradesh",2022-05-25,34.73411974494844,2022-06-15,4c2ee5b1-e3ad-4f0b-8f8a-14b8c8f1026b,2022-05-25,61.0,118.0,141.0,82.0,57.0,14.0,12.0,-14.0,8.0,14.0,-3.0,-1.0,2,0,2022-05-25,26.65038713996796,8.083732604980476,2022-06-15,12.0,0.886331029085692,12.0,5,0.4117647058823529,0,1.0,True,1193.241118077325,0,8,2,5,0,2022-05-25,59.45945945945946,2022-06-15,38.37837837837838,89
90,148,Sirmaur,Himachal Pradesh,2022-06-10,64.0,116.0,147.0,96.0,55.0,14.0,"Sirmaur, Himachal Pradesh",2022-05-27,34.06826151153192,2022-06-10,4c2ee5b1-e3ad-4f0b-8f8a-14b8c8f1026b,2022-05-27,52.0,116.0,134.0,79.0,56.0,15.0,12.0,0.0,13.0,17.0,-1.0,-1.0,4,0,2022-05-27,29.44988599235632,4.618375519175601,2022-06-10,12.0,0.886331029085692,7.0,5,0.4117647058823529,0,0.5833333333333334,True,1193.241118077325,0,8,2,5,0,2022-05-27,78.91891891891892,2022-06-10,25.405405405405407,90
91,149,Hamirpur,Himachal Pradesh,2022-05-14,16.0,30.0,250.0,103.0,62.0,21.0,"Hamirpur, Himachal Pradesh",2022-05-07,35.30563223072228,2022-05-14,106e2b5d-29d9-4e05-9ea3-1aaead0a48e9,2022-05-07,28.0,27.0,188.0,102.0,136.0,18.0,-12.0,3.0,62.0,1.0,,3.0,5,1,2022-05-07,30.549116982354093,4.7565152483681885,2022-05-14,3.0,0.28009651754271553,1.0,5,0.24763655462184875,0,0.3333333333333333,False,760.646133682831,0,8,6,10,0,2022-05-07,35.13513513513514,2022-05-14,18.37837837837838,91
